SiteEnergyUseWN(kBtu)	TotalGHGEmissions
0.8003565045544692	1.3583025470194288
0.8928268990966479	1.4703042134666569
2.213728167322114	2.7695402561108247
0.7566999265819079	1.4487738754413388
1.2166796542228586	1.825701488912845
1.122638753855715	1.4835387998402654
0.6728400157413146	1.1255980154295848
0.7673458307488601	1.277934361835843
1.1969269829324725	1.6575992019277597
0.5299352117834562	1.0237662660142695
1.2951344686564252	2.0343686533233014
1.5946835372182968	2.0805265483503494
0.7022035876587751	1.539316417608565
1.481440731500528	1.9920493526477154
1.0498227865721799	1.8340460258664142
1.3670128057109086	1.1450831119560767
0.9928708464984616	1.7247661096947835
1.7414548133354875	2.1338718995290558
0.8341394390394801	1.4169032040647094
0.9905988829994328	1.580708384579461
1.9348974019136969	2.4361927677546444
1.9670119454415727	2.632274633338693
-0.1056330264217121	0.11539431545294403
0.3641097055966927	0.6793616904408478
1.102814541874205	1.650579222767603
-0.2709948938581886	-0.8416548413876174
0.6043551989485105	1.375597847589184
1.049392991469376	1.540125937910564
-8.333064931838232	-1.6469544500305624
0.4970748791385939	0.9156816069676932
0.8280977575686883	1.4099529120485903
-8.333064931838232	-0.7531726840035705
0.5164628810154936	1.052389942999463
0.737283231979878	1.2581072476046002
-1.1276046064619936	-1.4019283761544847
1.8954968747745746	1.5052687829730127
-0.07449020785421458	-0.01913789566478651
0.7897654905284095	1.3997141359085346
0.719179113154851	0.9265630454764987
0.2695662954899059	0.6323211616809524
0.8348653314777836	1.3526147812249791
0.08408360364198487	0.22489019445374367
1.2769663062596939	1.4691124517715262
0.9518854512650198	0.4779515760031181
-0.3052229905870821	0.017632531841669387
0.5832769019437513	0.058327876725808935
1.2584143680654367	1.9226468819002074
0.5637365212196508	0.40075033490803913
2.279882046638762	2.8758308538834987
0.5955901293408958	0.9457314711214081
0.6754410638008232	1.2947340145177104
0.6047481873360293	0.9953248744321584
0.7467276762114816	1.2098711917316225
0.6604362068742744	1.0715742257932057
0.7480389166994638	1.0309406804874304
0.3851575110161842	1.0024025289115248
0.6000916951112238	1.1083962640958045
0.35684814312947893	0.664199575577653
1.9152510447166302	2.643005722025642
1.3066045353071805	1.9502647306405678
0.38299079329446584	0.48372535117180593
-8.333064931838232	-1.3593483109266755
1.2907063412532935	1.7201232691786765
0.7830818280630639	1.3914181377466666
1.2584390762733375	1.7946635020449104
-0.30343708442296485	0.12447497489618599
1.1844401656530887	0.9674814283320676
1.4141580521392036	1.8538423406227311
1.513729330424302	1.9484179648691364
0.8575185607537927	1.5708940834938627
1.4457700077692677	2.1349555062973065
1.8375967316548545	1.9593900776268987
0.1704049584796284	0.7613721600221606
-0.5190734760240818	-1.1086149143558148
1.4330522508633654	1.8066357981034753
0.4455232350226319	-0.0725516696731797
1.8053381617184106	2.017650445807691
0.359760124404919	0.2719078525592609
0.5870311961947683	1.0282374979103168
0.6160141443748881	1.1801286765197594
-8.333064931838232	-0.6688934202406737
0.2468258533588642	0.591376121432874
0.7791051136495845	1.3401080718649858
0.5517225145876986	0.03499006370801076
-8.333064931838232	-0.45396638722406113
0.7873366058880603	1.326999283863715
-0.09298334411540952	-0.304673684165778
0.28224702800076423	0.6393381576594498
0.7030256841847791	0.20844832551382275
0.47318633361490925	0.9417626472692384
0.3544788871844169	0.9097035561144228
0.4598640519002962	0.8972113441873313
1.1366400857795083	1.7397175941883993
0.3024562121733162	0.672010556673782
-8.333064931838232	-0.5264392486230869
0.7163103815796614	0.984215037683424
1.226084336807255	1.7174644347674644
1.9424453200283225	2.7373475355785866
-0.1483432465766292	-0.7455690533268535
0.9528250802699466	1.1278959170516896
0.018219119511965833	0.23692415264787595
0.8449393795581159	1.2982939057954268
0.9523011822542594	1.105291017617267
0.29514868749999185	0.5521384721481539
1.8527269000730018	2.1843426327797526
1.2811925150253405	1.2794629408149467
0.8503269635442732	1.2234603351176927
1.2231050741156237	1.5990432587416399
0.1693423939497561	0.3735888277720092
0.14640718489583804	0.16858357618898176
0.38235301637280933	0.7127015094253148
0.489690789672299	0.42305553646340954
0.05409364764713205	0.752369034428902
0.47396323172578625	0.7770472483834383
0.5290299468440094	0.9205797632519293
0.9356050073662812	1.2817343205786096
1.1970198632268272	1.7069575281893081
0.04616813825069274	0.3406149608031583
0.31195127120599075	0.28299281510382723
1.6320663468167684	2.0646400692514413
0.817619744584307	1.3073408064175234
0.8974625243514734	0.47614946879941017
2.9831286323099584	3.673931795833498
0.30059895205190146	0.6310517856927532
0.9629086873470818	0.8907417686949557
-0.141084570965962	0.3031941018997508
1.7940088127627407	1.605911889251987
0.7643999993580324	1.3377263529886942
0.7001900739646493	1.22971669686706
0.10586110352967924	0.5069061734523349
0.985321145101174	1.5408132558304866
-8.333064931838232	1.301139745538887
0.8339626143465229	1.4738220378411513
0.2427359568302813	0.06617627423640139
0.9553365376024092	1.6173902808883813
1.1558866764079134	1.416489204176019
0.09678625543739725	0.5444033097788521
-8.333064931838232	1.1055244149860157
0.01639412327512157	0.402432635982779
0.06497272720600095	0.23835943025115178
-0.15716471117278288	0.2750357491542321
0.5539261698036028	0.6016645350373064
0.9609041961861094	1.5004770654145785
0.8392270965924944	1.2903602560206169
-0.9567580393669718	-1.5814091495773488
1.080717476953219	1.5591268265420049
0.11289410772367327	0.2767972012904973
0.9814846845879954	1.124200325642146
-0.17987806005385976	-0.27889174931620503
0.6877965066588388	1.2369368069642495
-8.333064931838232	-1.6469544500305624
0.437524352891044	1.0976212838199715
-0.10260980875141561	-0.09041354144537816
2.1068364100570487	2.2042973596591935
0.9914425511555491	0.7251556495856888
0.46511575064640115	-0.11143274113095258
2.0578255602376045	2.4262747201532386
1.136674166402514	1.651144242170093
0.10482460964831705	-0.4359306373338263
0.9084300346555603	1.4118935756164286
2.0216820016031973	2.0872915379237256
0.9323809305225087	1.0716560825420538
