OSEBuildingID	DataYear	NumberofBuildings	NumberofFloors	PropertyGFATotal	PropertyGFABuilding(s)	ENERGYSTARScore	SiteEUI(kBtu/sf)	SiteEUIWN(kBtu/sf)	SourceEUI(kBtu/sf)	SourceEUIWN(kBtu/sf)	SiteEnergyUse(kBtu)	SiteEnergyUseWN(kBtu)	SteamUse(kBtu)	Electricity(kWh)	Electricity(kBtu)	NaturalGas(therms)	NaturalGas(kBtu)	TotalGHGEmissions	GHGEmissionsIntensity	Building_Campus	Building_Multifamily HR (10+)	Building_Multifamily LR (1-4)	Building_Multifamily MR (5-9)	Building_NonResidential	Building_Nonresidential COS	Building_SPS-District K-12	Property_College/University	Property_Distribution Center	"Property_Distribution Center
"	Property_High-Rise Multifamily	Property_Hospital	Property_Hotel	Property_K-12 School	Property_Laboratory	Property_Large Office	Property_Low-Rise Multifamily	Property_Medical Office	Property_Mid-Rise Multifamily	Property_Mixed Use Property	Property_Non-Refrigerated Warehouse	Property_Other	Property_Refrigerated Warehouse	Property_Residence Hall/Dormitory	Property_Restaurant	"Property_Restaurant
"	Property_Retail Store	Property_SPS-District K-12	Property_Self-Storage Facility	"Property_Self-Storage Facility
"	Property_Senior Care Community	Property_Small- and Mid-Sized Office	Property_Supermarket/Grocery Store	Property_Worship Facility	DistrictCode_1	DistrictCode_2	DistrictCode_3	DistrictCode_4	DistrictCode_5	DistrictCode_6	DistrictCode_7
547	2015	-0.043936690370628334	-0.6717751335063896	-0.23613549273422502	-0.18787450129418026	0.26837291501839217	-0.8241043669004469	-0.8719019713477887	-0.7782394894552996	-0.8295123924389378	-0.3258772576032667	-0.3362722248813782	-0.07067551988677616	-0.30870510248767336	-0.30870502154776475	-0.293392930524102	-0.2933928549005995	-0.26120584554414494	-0.5837940176916856	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
548	2015	-0.043936690370628334	-0.6717751335063896	-0.2524895482449003	-0.20670457093146652	1.0730004344817106	-0.22333115904335116	-0.31452683402641163	-0.33610904057800395	-0.419481011162492	-0.20326619687284922	-0.2211925412929357	-0.07067551988677616	-0.2462815741657208	-0.24628170543127684	-0.03980951146026425	-0.03980377176027103	-0.10979607358782337	0.08956651841875232	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
549	2015	-0.043936690370628334	0.23746934565694383	-0.0827945281663751	-0.22980022777230125	1.1534631864280425	-0.35662771453664427	-0.3782788922167652	-0.28900923330928857	-0.3202182931626075	-0.16516275571859185	-0.16574062324797412	-0.07067551988677616	-0.1335449028393845	-0.13354503209768576	-0.17057751503761195	-0.17058076090760285	-0.1641031341830041	-0.34505710034343945	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
550	2015	-0.043936690370628334	-0.30807734184105623	-0.17632637543804117	-0.11901024662067633	0.9657167652199348	-0.9048332667062442	-0.9502259285530803	-0.9035857507349454	-0.955499688361868	-0.3400872990769691	-0.350245927621746	-0.07067551988677616	-0.3386518091736831	-0.33865174948188004	-0.27178366586055114	-0.2717835916297451	-0.2541104506925133	-0.5470652611765708	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
551	2015	-0.043936690370628334	-0.4899262376737229	-0.10167178081298313	-0.18621438086901546	-1.3945239585391325	0.19533267018206238	0.11716567429112541	0.45471191694994256	0.4097444638211582	-0.09721990784042361	-0.11141786109226468	-0.07067551988677616	-0.005381903077016958	-0.005381924041386058	-0.2401626608326169	-0.2401699258485319	-0.18181681223917542	-0.43075753221204055	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
552	2015	-0.043936690370628334	-0.6717751335063896	0.47128087253530304	0.6266451395304404	-0.6703591910221459	-0.00742828746970737	0.05341361610077183	0.002705702032432347	0.013457151190850229	0.3162030625073669	0.38734587725178704	-0.07067551988677616	0.312943601240748	0.3129435756996278	0.3727309957529793	0.3727281882355845	0.21160546593276425	0.028351924226894407	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
553	2015	-0.043936690370628334	-0.6717751335063896	0.06692184369033331	0.16106590344150643	-1.3677030412236884	3.381308088099223	3.0697967121929297	4.5577128695036775	4.352001487155031	1.3751110201783505	1.2808175801618764	-0.07067551988677616	2.11985315527098	2.1198532012758724	-0.2839729005831455	-0.2839718788301385	0.1425121978845329	-0.21038499312135178	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
554	2015	-0.043936690370628334	-0.6717751335063896	-0.2567416026776759	-0.21160038903716094	0.6706866747500514	-0.6495046533669785	-0.7025036452991349	-0.7015123840659407	-0.7523928961467198	-0.29200009657363063	-0.30295850241323646	-0.07067551988677616	-0.31073422950224655	-0.31073411660814315	-0.18004488181244258	-0.18004244665257194	-0.19843889108740342	-0.2899639655707672	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
555	2015	-0.043936690370628334	-0.6717751335063896	-0.23007447950822782	-0.18089584691432073	-1.3945239585391325	0.7247640596061279	0.7036846096423783	0.9629340308655969	0.9091122912975	0.02061639381923285	0.02120302006918671	-0.07067551988677616	0.10137995664118309	0.10137992810927372	-0.10146573758134855	-0.10147419495691773	-0.08709577187718362	-0.008376832288220424	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
556	2015	-0.043936690370628334	-0.6717751335063896	0.08693386753564125	0.18410776008337748	-1.3945239585391325	2.191026170032352	1.9659753618113793	2.9791096516909286	2.7951039332953047	0.9403893491257901	0.8726425110368492	-0.07067551988677616	1.4519456064529717	1.451945642457967	-0.1803052343987504	-0.18030327259040854	0.09063642643431688	-0.17977769602542285	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
557	2015	-0.043936690370628334	-0.6717751335063896	-0.2867529633209395	-0.3034142714400268	-0.10711992739782304	4.049668281840241	4.084365181107985	3.550384733401798	3.5685895743251734	0.661111342979798	0.6811185388978112	-0.07067551988677616	0.4625526968921646	0.4625527355371406	1.144439729986359	1.144439712942926	0.6657603545830056	3.768563629349418	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
558	2015	-0.043936690370628334	-0.6717751335063896	-0.21757864607313226	-0.1665081365628922	-0.34850818323681854	3.9144943100723957	3.745568529010678	3.328559834652365	3.279200573387049	0.4926616812841662	0.47218135951313384	-0.07067551988677616	0.2976140177829018	0.2976140054702176	0.9738377807039115	0.9738356444982236	0.5437245249495227	2.550393204931444	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
561	2015	-0.043936690370628334	0.23746934565694383	1.639574547469755	1.012638509866681	1.1266422691125983	-0.09191201982461146	-0.16152189436956305	0.15236154125722137	0.10584783486766572	0.34957198505103426	0.32794307318970783	-0.07067551988677616	0.6573226360777813	0.6573226728802299	-0.293392930524102	-0.2933928549005995	-0.10270067873619171	-0.5531867205957566	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
562	2015	-0.043936690370628334	-0.12622844600838953	1.1991698452543171	0.23506423424468678	-0.3216872659213746	0.8993637731395966	1.0042300268254738	1.0123128610666696	1.0442622996511888	0.3733215951019307	0.4321473476363403	-0.07067551988677616	0.4296072555291766	0.42960731899112126	0.2941991883557595	0.2941992261095137	0.1870444837540393	-0.2593566684748382	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
563	2015	-0.043936690370628334	-0.4899262376737229	-0.1926136797017341	-0.1377634588308716	-0.5094336871294822	0.6233835807802431	0.5324647962168574	1.0578933197138134	1.0160106029896834	0.031012877836733996	0.014682181046107521	-0.07067551988677616	0.20034791144396025	0.20034793032254733	-0.29031603632228203	-0.2903138307396954	-0.1759618710329339	-0.4552433698887838	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
564	2015	-0.043936690370628334	-0.6717751335063896	-0.17118652942040036	-0.11309222473467208	1.0730004344817106	-0.22520857531790459	-0.1487714827314924	-0.30116402228186023	-0.28814879965495255	-0.15471033303942447	-0.12906798814547552	-0.07067551988677616	-0.19358325385530206	-0.193583204994533	-0.002200396947249674	-0.002201286827443061	-0.08022365868172221	0.04671630248445182	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
565	2015	-0.043936690370628334	-0.30807734184105623	0.07485856695653449	-0.15597866905143012	-0.6435382737067019	0.3229969768516953	0.24102681591809816	0.6522272377542327	0.608269899820927	0.07092035925484604	0.05392592874983267	-0.07067551988677616	0.24387308151799042	0.24387307865836896	-0.25987845214120164	-0.25988642593891514	-0.15189707031236502	-0.4674862887271554	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
566	2015	-0.043936690370628334	-0.30807734184105623	-0.07390326206832634	-0.0010802104923008143	-1.3945239585391325	2.5740190900412507	2.424990180781925	3.5382299444292262	3.509031943525242	0.6862029650073481	0.6589752700917071	-0.07067551988677616	1.1387724016053902	1.1387724062222995	-0.293392930524102	-0.2933928549005995	-0.02370859059774702	-0.3083283438283246	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
568	2015	-0.043936690370628334	-0.4899262376737229	1.5542397533275212	1.8735646651688258	0.7779703440118272	-0.3491180494384306	-0.2671681622278633	-0.4796874853165071	-0.46605813268551466	0.4668431514568612	0.62925998915484	-0.07067551988677616	0.17120141879684192	0.17120141482926074	1.174782640499691	1.1747726807662138	0.634848249739883	0.04671630248445182	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
569	2015	-0.043936690370628334	1.6922605123182775	1.421645076321785	1.7208950719953344	0.9120749305890469	-0.02244761766613484	0.09895080052245296	0.15615991281115002	0.33873344248277926	0.8025260484834331	1.0054050077700334	-0.07067551988677616	1.1352151355116036	1.1352151920935418	0.08816561891850844	0.08815880611045913	0.18811127388907484	-0.35117855976262524	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
570	2015	-0.043936690370628334	-0.12622844600838953	-0.03798441606712486	-0.19959525892555233	0.6706866747500514	0.7303963084297884	0.6362895766982904	1.1961540442768164	1.1549784081895214	-0.0036790419606491267	-0.019432749275415603	-0.07067551988677616	0.1521027373041274	0.15210277233014655	-0.293392930524102	-0.2933928549005995	-0.18561260039406927	-0.510336504661456	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
571	2015	-0.043936690370628334	-0.4899262376737229	0.046382484993864825	0.13741687312561673	0.6706866747500514	-0.3829115423803922	-0.38738632910110143	-0.38852656802221935	-0.42635304548556086	-0.12723590090603704	-0.11850690179517294	-0.07067551988677616	-0.13531112807309045	-0.13531114901793406	-0.044827215850924466	-0.04481532203953798	-0.09438963931207772	-0.2165064525405376	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
572	2015	-0.043936690370628334	-0.6717751335063896	-0.17405683304064135	-0.2316832347360299	-1.3945239585391325	0.47319027881596926	0.5215358719556538	0.5018117242186578	0.4967902319133646	-0.19115204954995563	-0.18764349346071174	-0.07067551988677616	-0.18944443895212795	-0.1894443822977443	-0.128518738140427	-0.1285248269309151	-0.14986272633392517	-0.21038499312135178	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
573	2015	-0.043936690370628334	0.055620449824277135	0.3571028645719967	-0.016843668788657576	0.10744741112572852	0.29295831645884035	0.24284830329496532	0.6408321230924467	0.6380487152208925	0.03463894128071018	0.027980274595229584	-0.07067551988677616	0.20690535080176126	0.20690541409411153	-0.293392930524102	-0.2933928549005995	-0.17660690692853676	-0.540943801757385	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
574	2015	-0.043936690370628334	-0.4899262376737229	1.4133679216959738	1.711364751036055	1.2071050210589302	-0.5612660884629674	-0.6278226628475778	-0.519950223788151	-0.5836462755469163	0.16059666694867875	0.12970895810058633	-0.07067551988677616	0.2362010968538863	0.23620107350254205	0.04532578426239996	0.04532986168642625	0.016755007314879642	-0.41851461337366896	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
575	2015	-0.043936690370628334	0.055620449824277135	-0.031209164498416535	0.04807779987507991	0.13426832844117248	1.0138861658873553	0.9659787919112617	0.6734981184562331	0.6327037996362832	0.25424071349555827	0.25119054972274585	-0.07067551988677616	0.06238130067658544	0.06238127124755479	0.7363725535742228	0.7363638055166257	0.37293886705220697	1.1118502414227809	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
576	2015	-0.043936690370628334	-0.4899262376737229	0.04982017421345575	0.1413750306208014	-1.3945239585391325	0.08456510998341038	0.024269818070895885	0.34835751343994015	0.30895462708281385	0.05577881745861483	0.04476737287249595	-0.07067551988677616	0.2190988145206712	0.21909885142515284	-0.25287260072782697	-0.25288365187106443	-0.15207073382271963	-0.4552433698887838	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
577	2015	-0.043936690370628334	0.23746934565694383	-0.030655129148463047	0.04871571651993491	-0.053478092766935145	0.47131286254141563	0.4341044778660261	0.8679747420173806	0.890023307066753	0.13572776776112241	0.134655646551486	-0.07067551988677616	0.3514826286472768	0.35148267957899515	-0.293392930524102	-0.2933928549005995	-0.15288943322867712	-0.4736077481463412	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
578	2015	-0.043936690370628334	-0.6717751335063896	-0.2635035039969877	-0.2193860464014756	0.8047912613272711	-0.6363627394451045	-0.6478590239931176	-0.6354207190275821	-0.6684013655314329	-0.29055534613273093	-0.293154631770951	-0.07067551988677616	-0.2913384797865548	-0.29133866190758356	-0.21895575925699634	-0.21895426832597348	-0.2169216504037166	-0.3817858568585542	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
579	2015	-0.043936690370628334	-0.6717751335063896	0.33004858417005106	0.4640301952913783	0.5634030054882756	-0.7715367112129511	-0.8209003247955059	-0.785836232563157	-0.8371479861312365	-0.23704622067445355	-0.2489186090274726	-0.07067551988677616	-0.25085843882142067	-0.25085847368808173	-0.1380097733321947	-0.13800899767052527	-0.16521954246385523	-0.4368789916312264	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
580	2015	-0.043936690370628334	0.055620449824277135	0.420222843718505	0.08842026335512702	-1.3945239585391325	-0.6175885766995702	-0.6715383598923917	-0.6460561593785824	-0.6966530621929385	-0.22613810794906453	-0.2381919179783933	-0.07067551988677616	-0.24530477356813468	-0.24530483913759923	-0.11545377199116078	-0.1154487374684299	-0.15174821587491819	-0.43075753221204055	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
581	2015	-0.043936690370628334	-0.30807734184105623	0.4720218113768071	-0.0790904989896295	-1.3945239585391325	0.8824670266686157	0.7838300542245372	1.3906306678379639	1.350449606712371	0.1522500879846482	0.13390299674982467	-0.07067551988677616	0.3751128593040506	0.3751128728511003	-0.293392930524102	-0.2933928549005995	-0.14901921785505987	-0.5287008829190134	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
582	2015	-0.043936690370628334	-0.30807734184105623	-0.1813393940864155	-0.12478223939520774	-1.3945239585391325	0.28732606763518015	0.20641855575762041	0.6347547286061609	0.5907080343286397	-0.04106220835803701	-0.0561941658903875	-0.07067551988677616	0.09863765010340912	0.09863768270976901	-0.293392930524102	-0.2933928549005995	-0.19437020313052372	-0.49197212640389865	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
583	2015	-0.043936690370628334	-0.4899262376737229	-0.25100767056189216	-0.2049983360500471	-1.3945239585391325	-0.6570143184651922	-0.6423945618625158	-0.7379767509836559	-0.7531564555159497	-0.28763658616175963	-0.28343794819764956	-0.07067551988677616	-0.31917370035016834	-0.3191738703702657	-0.147074777019095	-0.1470782610879689	-0.18146948521846618	-0.21038499312135178	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
584	2015	-0.043936690370628334	-0.6717751335063896	-0.2714001765149995	-0.2284782800263367	0.18791016307206035	-0.6100789116013565	-0.6478590239931176	-0.73189935649737	-0.7630827273159382	-0.28698020971801874	-0.29493808928845533	-0.07067551988677616	-0.329041688125046	-0.3290416112436035	-0.12281464965859157	-0.12281292823961683	-0.16958593929562857	-0.12468456125275058	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
585	2015	-0.043936690370628334	-0.30807734184105623	0.28184083359939927	0.40852376144628394	-0.4826127698140383	1.0927376494185992	1.0206234132172791	1.1688057690885298	1.1259631521587858	0.7319545994102881	0.7214139670321484	-0.07067551988677616	0.7720898730057271	0.7720899169030419	0.6768938218113495	0.6768997520046548	0.45627254294951725	0.53031159660013	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
586	2015	-0.043936690370628334	-0.4899262376737229	0.5176129130657507	0.6799918796742787	0.6438657574346074	-0.29091814492727447	-0.31270534664954447	-0.18569352704242914	-0.2156106595781139	0.11953046663897741	0.13046023088287054	-0.07067551988677616	0.23051220441919665	0.23051220810885842	-0.07377368976496904	-0.07377741524218179	-0.05047758026526645	-0.36954293802018257	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
588	2015	-0.043936690370628334	0.055620449824277135	1.0730366889564724	0.4485741667033854	-1.3945239585391325	3.8056041661482967	3.659958622297917	3.5898877975626564	3.4937607561406447	2.807531666160905	2.7709512718624043	-0.07067551988677616	2.482391114619324	2.482391070785032	3.502098077922424	3.502093175247091	2.309683952672754	1.6444172108919453	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
589	2015	-0.043936690370628334	-0.12622844600838953	0.46526658518219344	0.07107354206069641	0.9657167652199348	0.25728740724232546	0.1772747577277446	0.5967710130668743	0.5525300658671457	0.1501097524465077	0.13179825886922314	-0.07067551988677616	0.3720515460909972	0.3720515754154538	-0.293392930524102	-0.2933928549005995	-0.14951539931321592	-0.5287008829190134	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
590	2015	-0.043936690370628334	-0.4899262376737229	0.09151967820332857	0.18938786532452673	1.0730004344817106	-0.8316140319986607	-0.8791879208552577	-0.825339296724015	-0.8768530733311902	-0.29435740631459767	-0.30527660582259014	-0.07067551988677616	-0.28930144054328244	-0.2893013454865117	-0.23573666686538358	-0.2357387251151591	-0.22592734386924912	-0.5164579640806418	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
592	2015	-0.043936690370628334	-0.6717751335063896	-0.25389132443152956	-0.20831857690037675	-1.3945239585391325	-0.33785355179111004	-0.30359790976520823	-0.4211925633860059	-0.42788016422402064	-0.2306364165324606	-0.2229769409815928	-0.07067551988677616	-0.2614604656315241	-0.2614603399105202	-0.09360782315823915	-0.09361841119763042	-0.14224634095122965	-0.0573485076417068	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
594	2015	-0.043936690370628334	-0.6717751335063896	0.1309229392970086	0.23475680453632292	-1.3945239585391325	-0.6269756580723373	-0.6806457967767279	-0.7668443747935137	-0.8180590019004895	-0.2009872307384055	-0.21345934542034367	-0.07067551988677616	-0.30638538089178585	-0.3063853330074911	0.10248501116543973	0.10247441048805346	-0.040454714810514034	-0.10019872357600744	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
595	2015	-0.043936690370628334	-0.6717751335063896	-0.2500197521065534	-0.20386084612910083	0.9657167652199348	-0.30406005884914844	-0.3218127835338807	-0.16670166927278585	-0.17514201300893026	-0.21785527989720957	-0.2204085824191205	-0.07067551988677616	-0.17171816949195706	-0.17171818002413464	-0.2540796899916179	-0.2540836405324361	-0.2168472231849932	-0.4430004510504122	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
596	2015	-0.043936690370628334	-0.6717751335063896	-0.2741303025165775	-0.23162174879435712	0.13426832844117248	0.26291965606598566	0.2738135887017085	0.3080947749682963	0.2669588617751704	-0.11653075929293889	-0.11223196944296876	-0.07067551988677616	-0.10707274349257925	-0.10707256687097232	-0.07384469501578027	-0.07384463354195094	-0.10590104914129832	0.08344505899956665	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
597	2015	-0.043936690370628334	-0.12622844600838953	1.3356961707073136	0.8520064872465657	1.2607468556898183	-0.4185824515969073	-0.4784606979444638	-0.2616609581210023	-0.3102920213626191	0.08317726440072708	0.0659789793579109	-0.07067551988677616	0.2763247278807996	0.27632468655248077	-0.293392930524102	-0.2933928549005995	-0.16521954246385523	-0.5654296394341282	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
598	2015	-0.043936690370628334	-0.6717751335063896	-0.26862999976523205	-0.22528869680206165	0.00016374186395274394	-0.018692785117027943	0.1280945985523289	-0.34294610937507547	-0.2950208339780215	-0.16863316375619247	-0.13729357715745003	-0.07067551988677616	-0.2819545765493616	-0.28195471649043696	0.15152597105906226	0.15151962753580728	-0.009145664800866695	0.6282549473071026	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
599	2015	-0.043936690370628334	-0.6717751335063896	-0.09826746721688337	-0.029133171380502757	0.2951938323338361	-0.10505393374648547	-0.2070590787912442	0.12957131193364943	0.041708847852355714	-0.14242225259198243	-0.16387208042790355	-0.07067551988677616	-0.048270138740765474	-0.04827023312964618	-0.2890379418076799	-0.2890307659402288	-0.2160533328519435	-0.5287008829190134	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
600	2015	-0.043936690370628334	-0.6717751335063896	0.049426341856259895	0.1409215718009647	0.4024775015956119	-0.4711501072844032	-0.5130689581049414	-0.40599907717029127	-0.46376745457782503	-0.15937623650638968	-0.16599515440863225	-0.07067551988677616	-0.12011065780174406	-0.1201104855081147	-0.18217503933677945	-0.182164083410074	-0.1683454856502384	-0.4062716945352973	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
601	2015	-0.043936690370628334	-0.4899262376737229	-0.2541449791700625	-0.20861063512332242	0.8047912613272711	0.09582960763073096	0.091664851014984	0.2108564631877228	0.1959478404367917	-0.13449679815069335	-0.13263207666702578	-0.07067551988677616	-0.09863579017197083	-0.09863586976859483	-0.150483029058034	-0.150485802854787	-0.14718334645988246	-0.15529185834867962	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
602	2015	-0.043936690370628334	-0.30807734184105623	0.5663346482381666	0.3424417456334729	-1.3945239585391325	2.880037942793459	2.8147884794315154	2.4169506617094867	2.3552937366188935	1.1135405116185382	1.1149463194236318	-0.07067551988677616	0.7769206482733179	0.7769207041248622	1.8914859737713046	1.8914901688962324	1.133237715384737	1.203672132710568	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
603	2015	-0.043936690370628334	-0.30807734184105623	0.5253961084638926	0.19874141420149707	-1.3945239585391325	2.748618803574719	2.7528579086180294	2.6638448127148497	2.7004225715107992	1.1963662863208866	1.2280510673264438	-0.07067551988677616	1.0960952785892053	1.0960953228626247	1.440791978455494	1.4407909955758265	0.9346907049035899	0.9343279182663926	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
