OSEBuildingID	DataYear	NumberofBuildings	NumberofFloors	PropertyGFATotal	PropertyGFABuilding(s)	ENERGYSTARScore	SiteEUI(kBtu/sf)	SiteEUIWN(kBtu/sf)	SourceEUI(kBtu/sf)	SourceEUIWN(kBtu/sf)	SiteEnergyUse(kBtu)	SiteEnergyUseWN(kBtu)	SteamUse(kBtu)	Electricity(kWh)	Electricity(kBtu)	NaturalGas(therms)	NaturalGas(kBtu)	TotalGHGEmissions	GHGEmissionsIntensity	Building_Campus	Building_Multifamily HR (10+)	Building_Multifamily LR (1-4)	Building_Multifamily MR (5-9)	Building_NonResidential	Building_Nonresidential COS	Building_SPS-District K-12	Property_College/University	Property_Distribution Center	"Property_Distribution Center
"	Property_High-Rise Multifamily	Property_Hospital	Property_Hotel	Property_K-12 School	Property_Laboratory	Property_Large Office	Property_Low-Rise Multifamily	Property_Medical Office	Property_Mid-Rise Multifamily	Property_Mixed Use Property	Property_Non-Refrigerated Warehouse	Property_Other	Property_Refrigerated Warehouse	Property_Residence Hall/Dormitory	Property_Restaurant	"Property_Restaurant
"	Property_Retail Store	Property_SPS-District K-12	Property_Self-Storage Facility	"Property_Self-Storage Facility
"	Property_Senior Care Community	Property_Small- and Mid-Sized Office	Property_Supermarket/Grocery Store	Property_Worship Facility	DistrictCode_1	DistrictCode_2	DistrictCode_3	DistrictCode_4	DistrictCode_5	DistrictCode_6	DistrictCode_7
38	2015	-0.043936690370628334	-0.30807734184105623	-0.025455207008538133	0.05470291009032102	-1.3945239585391325	0.10709410527805154	0.16088137133593927	-0.2160804994738584	-0.20186659093197606	-0.07119413227319057	-0.05092822636810427	-0.07067551988677616	-0.22223055680085577	-0.22223064173290338	0.33034086101867527	0.3303316657611229	0.10018791950382101	0.4078824082164139	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
40	2015	-0.043936690370628334	-0.12622844600838953	-0.06144080425672196	0.013269071145582206	-0.8581056122302535	0.6966028154878265	0.6617903999744317	0.34911718775072587	0.3288071706827909	0.1816748558277499	0.1815156884301547	-0.07067551988677616	-0.020623373078895335	-0.020623272746431966	0.689698435374308	0.6897055481631388	0.3333435866913535	1.1118502414227809	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
41	2015	-0.043936690370628334	-0.4899262376737229	0.23575577268278622	0.3554613937826822	0.6706866747500514	-0.7846786251348251	-0.8245432995492402	-0.7486121913346562	-0.7959157801928229	-0.34255987636318774	-0.3517210777481798	-0.07067551988677616	-0.3361483080839199	-0.33614834515072595	-0.28534566876549594	-0.28534559366063184	-0.26123065461705275	-0.5899154771108713	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
46	2015	7.59871451250608	-0.4899262376737229	4.158733232960079	4.872380069661359	-1.3677030412236884	0.25165515841866526	0.13173757330606345	0.5884145956482313	0.4929724350672152	3.1609522779690233	2.9816514708980413	-0.07067551988677616	4.678158297118867	4.678158303511959	-0.293392930524102	-0.2933928549005995	0.557046997101013	-0.49197212640389865	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
50	2015	-0.043936690370628334	-0.4899262376737229	-0.24090153176876467	-0.19336212158847513	1.0461795171662667	-0.4392340306169949	-0.4365664882765171	-0.3968829854408625	-0.3645047365779406	-0.2431459669117959	-0.2413576130517267	-0.07067551988677616	-0.22977306863170108	-0.22977310775677845	-0.20494405643024705	-0.20494398650718967	-0.19903430883719067	-0.34505710034343945	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
51	2015	-0.043936690370628334	-0.4899262376737229	0.5639783292196897	0.7333770485316624	0.9657167652199348	-0.364137379634858	-0.21798800305244767	-0.5997160264206528	-0.5454683070854223	0.09379838747061113	0.22792957603063105	-0.07067551988677616	-0.20025865735007223	-0.20025863367143007	0.8108570616752026	0.8108570661308527	0.3713014682402921	0.27933176041351215	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
52	2015	-0.043936690370628334	-0.4899262376737229	0.025529395436579297	0.1134066129023995	0.13426832844117248	0.1915778376329556	0.22099045477255833	0.21845320629558013	0.20740123097523988	0.08026948580075478	0.10382729910966808	-0.07067551988677616	0.08724799689098113	0.08724804148960225	0.12182210780303124	0.12183020392756287	0.03491524868339141	0.07120214016119504	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
53	2015	-0.043936690370628334	-0.4899262376737229	-0.2571354350348717	-0.21205384785699763	1.0998213517971545	-0.3228342215946827	-0.36917145533242895	-0.387007219400648	-0.4141360955778828	-0.20761688340180862	-0.2160344441302935	-0.07067551988677616	-0.235670196539882	-0.2356702476213627	-0.07760797330877543	-0.07760294122516997	-0.12909753231009408	-0.0022553728690346193	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
54	2015	-0.043936690370628334	-0.30807734184105623	0.5603070106356606	0.7291498900416594	1.1534631864280425	-0.24398273806343884	-0.15241445748522683	-0.4401844211556492	-0.4042098237778944	0.15664271008473812	0.24810515662151073	-0.07067551988677616	-0.08092210834836679	-0.08092199953602532	0.7447038363360737	0.7447137857897087	0.35405916256936887	0.23648154447921166	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
55	2015	-0.043936690370628334	-0.30807734184105623	-0.13676958647630172	-0.07346453532657092	-1.3945239585391325	-0.43172436551878124	-0.4329235135227826	-0.4022007056163626	-0.4332250798086298	-0.20692586773411104	-0.20259140117305177	-0.07067551988677616	-0.1954598906440371	-0.19545988867590214	-0.16567815273163713	-0.16567406170860957	-0.1715210469824372	-0.31444980324751043	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
56	2015	-0.043936690370628334	3.510749470644944	1.6096032375746805	0.3542777894054814	0.42929841891105586	-0.16137642198308821	-0.22891692731365118	-0.08769554095106974	-0.13543692580897645	0.7890303857284798	0.760092484518911	-0.07067551988677616	0.932465354036134	0.932465370176862	0.500090747291388	0.5000810677253101	0.384152568006534	-0.2165064525405376	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
