,energy_100g,carbohydrates_100g,fat_100g,proteins_100g,sodium_100g,salt_100g,sugars_100g,saturated-fat_100g,fiber_100g,trans-fat_100g,cholesterol_100g,iron_100g,vitamin-c_100g,calcium_100g,vitamin-a_100g
23328,1130.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
23329,1130.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
23330,1130.0,,,1.3,0.004,0.01,50.2,0.2,1.9,,,,,,
23331,1130.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
23332,1130.0,63.6,0.8,1.3,0.004,0.01,50.2,0.2,1.9,,,,,,
23333,1159.0,63.6,0.8,1.3,0.004,0.01,50.2,0.2,1.9,,,,,,
23334,1130.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
23335,1130.0,63.6,0.8,1.3,0.004,0.01,50.2,0.2,1.9,,,,,,
23336,1130.0,63.6,0.8,1.3,0.0,0.0,50.2,0.2,1.9,,,,,,
23337,1556.0,92.9,0.5,0.5,0.0068,0.017,59.2,0.01,,,,,,,
23341,695.0,39.6,0.5,0.8,0.004,0.01,30.4,0.01,,,,,,,
23347,439.0,20.0,1.2,1.7,0.004,0.01,4.0,0.44,3.9,,,,,,
23351,364.0,16.7,0.7,1.6,0.004,0.01,3.3,0.11,4.1,,,,,,
23353,1498.0,68.6,3.3,5.8,0.004,0.01,27.2,0.49,,,,,,,
23360,1331.0,73.2,1.2,1.0,0.01,0.025,50.2,0.22,5.1,,,,,,
23361,1331.0,73.2,1.2,1.0,0.01,0.025,50.2,0.22,5.1,,,,,,
23362,1331.0,73.2,1.2,1.0,0.01,0.025,50.2,0.22,,,,,,,
23363,1331.0,73.2,1.2,1.0,0.01,0.025,50.2,0.22,,,,,,,
23364,1331.0,73.2,1.2,1.0,0.01,0.025,50.2,0.22,5.1,,,,,,
23365,1331.0,73.2,1.2,1.0,0.01,0.025,50.2,0.22,5.1,,,,,,
23366,1331.0,73.2,1.2,1.0,0.01,0.025,50.2,0.22,5.1,,,,,,
23367,1331.0,73.2,1.2,1.0,0.01,0.025,50.2,0.22,,,,,,,
23368,1331.0,73.2,1.2,1.0,0.01,0.025,50.2,0.22,,,,,,,
23370,1326.0,73.33,1.0,1.0,0.0,0.0,50.33,0.0,5.1,,0.0,0.0,0.0,0.0,0.0
23371,1331.0,73.2,1.2,1.0,0.01,0.025,50.2,0.22,5.1,,,,,,
23372,1331.0,73.2,1.2,1.0,0.01,0.025,50.2,0.22,,,,,,,
23373,1331.0,73.2,1.2,1.0,0.01,0.025,50.2,0.22,,,,,,,
23387,2356.0,58.8,32.6,7.7,0.08,0.2,58.8,20.0,1.6,,,,,,
23402,2464.0,40.1,42.3,9.3,0.04,0.1,34.5,12.6,5.5,,,,,,
23405,2220.0,60.0,28.2,3.53,1.08,2.69,7.05,3.53,0.0,,0.0,0.0,0.0,0.0705,0.000106
23406,2243.0,57.14,28.57,7.14,0.9072879999999999,2.26822,3.57,7.14,3.6,0.0,0.0,0.00257,0.0,0.071,0.0
23407,2092.0,60.71,25.0,7.14,0.43586400000000003,1.08966,0.0,7.14,3.6,0.0,0.0,0.00257,0.0,0.071,0.0
23411,227.0,5.42,2.08,3.33,0.0529,0.132,5.0,1.25,0.0,0.0,0.008329999999999999,0.0,0.0005,1.25,6.25e-05
23458,3590.0,0.0,100.0,0.0,0.0,0.0,0.0,85.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23489,3350.0,0.0,93.3,0.0,0.0,0.0,0.0,16.7,0.0,,,,,,
23494,189.0,11.0,0.645,0.645,1.31e-06,0.00328,5.81,0.0,3.87,0.0,0.0,0.0005809999999999999,0.0209,0.0194,1.9399999999999997e-05
23497,0.0,0.0,0.0,0.0,2.1336,5.334,0.0,0.0,0.0,0.0,0.0,0.0,0.036000000000000004,0.0,0.0
23499,456.0,18.75,4.69,3.12,0.984504,2.46126,15.62,0.0,3.1,0.0,0.0,0.00112,0.0112,0.0,0.0001875
23500,0.0,0.0,0.0,0.0,4.8768,12.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23502,590.0,31.25,0.0,3.12,0.603504,1.50876,28.12,0.0,3.1,0.0,0.0,0.00112,0.0112,0.062,9.36e-05
23532,661.0,12.28,7.02,12.28,0.784352,1.96088,1.75,4.39,0.0,0.0,0.035,0.00126,0.0,0.0,0.0
23535,661.0,12.28,7.02,12.28,0.784352,1.96088,1.75,4.39,0.0,0.0,0.035,0.00126,0.0,0.0,0.0
23538,820.0,0.0,12.5,23.21,0.780288,1.95072,0.0,2.68,0.0,0.0,0.071,0.0,0.0,0.0,0.0
23555,490.0,10.0,6.67,6.67,0.118872,0.29718,10.0,0.0,3.3,0.0,0.0,0.0,0.0,0.267,0.00020009999999999998
23556,556.0,10.0,6.67,6.67,0.1016,0.254,10.0,0.0,,1.67,0.0,,,0.267,9.990000000000002e-05
23564,418.0,3.75,10.0,0.0,0.019303999999999998,0.048260000000000004,1.25,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23566,159.0,10.0,0.0,0.0,0.017272,0.04318,9.17,0.0,0.0,0.0,0.0,0.0,0.0225,0.017,0.0
23567,155.0,9.17,0.0,0.0,0.008128,0.020319999999999998,4.17,0.0,0.0,0.0,0.0,0.0,0.02,0.125,0.0
23568,176.0,10.83,0.0,0.0,0.0254,0.0635,10.42,0.0,0.0,0.0,0.0,0.0,0.015,0.017,0.0
23569,159.0,9.58,0.0,0.0,0.021336,0.05334,9.58,0.0,0.0,0.0,0.0,0.0,0.005,0.017,0.0
23570,176.0,10.0,0.0,0.0,0.008128,0.020319999999999998,9.58,0.0,0.0,0.0,0.0,0.0,0.035,0.012,0.0
23571,155.0,9.17,0.0,0.0,0.008128,0.020319999999999998,4.17,0.0,0.0,0.0,0.0,0.0,0.02,0.125,0.0
23573,176.0,10.0,0.0,0.0,0.008128,0.020319999999999998,9.58,0.0,0.0,0.0,0.0,0.0,0.035,0.012,0.0
23577,1490.0,73.33,3.33,6.67,0.0,0.0,2.22,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0
23601,749.0,10.71,8.93,12.5,1.052576,2.63144,1.79,2.68,0.0,0.0,0.062,0.0012900000000000001,0.0268,0.071,0.0
23602,448.0,7.14,1.79,17.86,0.725424,1.8135599999999998,7.14,0.0,0.0,0.0,0.045,0.00064,0.0,0.0,0.0
23605,661.0,0.0,9.65,19.3,0.730504,1.8262599999999998,0.0,2.63,0.0,0.0,0.061,0.0018899999999999998,0.0,0.0,5.25e-05
23607,372.0,3.57,1.79,17.86,0.689864,1.7246599999999999,1.79,0.0,0.0,0.0,0.045,0.0012900000000000001,0.0,0.036000000000000004,0.0
23608,372.0,1.79,1.79,17.86,0.725424,1.8135599999999998,1.79,0.0,0.0,0.0,0.045,0.00064,0.0,0.0,0.0
23610,523.0,7.14,3.57,21.43,0.762,1.905,3.57,0.0,0.0,0.0,0.054000000000000006,0.0012900000000000001,0.0,0.0,0.0
23616,715.0,0.0,11.43,18.57,0.667512,1.66878,0.0,3.57,0.0,0.0,0.064,0.0015400000000000001,0.0,0.0,0.0
23665,1120.0,39.4,7.26,9.05,0.364,0.909,2.32,3.58,3.16,,,,,,
23666,1464.0,82.2,0.2,1.1,0.012,0.0299999999999999,57.5,0.1,0.1,,,,,,
23672,2084.0,61.4,24.4,6.5,0.132,0.33,32.1,11.5,3.3,,,,,,
23675,2013.0,52.0,27.2,5.7,0.052000000000000005,0.13,33.5,9.8,,,,,,,
23714,1276.0,25.71,17.14,3.81,0.048768,0.12192,24.76,11.43,1.0,0.0,0.067,0.00137,0.0,0.14300000000000002,0.00014280000000000003
23720,996.0,22.86,15.24,3.81,0.043688,0.10922,21.9,9.52,1.9,0.0,0.062,0.00257,0.0,0.14300000000000002,0.00014280000000000003
23730,602.0,10.71,6.43,7.86,0.202184,0.50546,2.14,0.71,5.0,0.0,0.001,0.00231,0.0017,0.043,2.13e-05
23741,1790.0,78.6,3.57,7.14,0.1,0.25,0.0,0.0,0.0,,,,,,
23742,1790.0,78.6,3.57,7.14,0.1,0.25,0.0,0.0,0.0,,,,,,
23744,1610.0,78.6,0.0,7.14,0.1,0.25,0.0,0.0,0.0,,,,,,
23750,138.0,6.67,0.0,0.0,0.541528,1.35382,3.33,0.0,3.3,0.0,0.0,0.0,0.02,0.0,0.0
23753,71.0,3.33,0.0,0.0,0.541528,1.35382,0.0,0.0,3.3,0.0,0.0,0.0,0.02,0.0,0.0
23755,71.0,3.33,0.0,0.0,0.541528,1.35382,0.0,0.0,3.3,0.0,0.0,0.0,0.02,0.0,0.0
23780,2389.0,42.86,42.86,7.14,1.1612879999999999,2.90322,7.14,7.14,7.1,0.0,0.0,0.0012900000000000001,0.0,0.071,0.0
23800,1749.0,44.0,24.0,6.2,0.44,1.1,16.0,11.0,,,,,,,
23810,1590.0,0.5,30.0,27.0,0.256,0.64,0.5,21.0,0.0,,,,,0.9,
23828,2176.0,63.3,26.7,5.9,0.16,0.4,40.3,15.5,,,,,,,
23829,2180.0,62.0,27.2,6.1,0.132,0.33,39.4,15.9,,,,,,,
23852,8.0,0.1,0.1,0.0,0.012,0.03,0.1,0.1,0.0,,,,,,
23856,159.0,0.1,0.1,0.7,0.04,0.1,0.1,0.1,0.2,,,,,,
23857,188.0,10.7,0.1,0.3,0.0,0.0,10.0,0.0,0.1,,,,,,
23865,3760.0,0.0,100.0,0.0,0.0,0.0,0.0,85.7,0.0,,,,,,
23877,904.0,54.05,0.0,0.0,17.025112,42.56278,27.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23878,577.0,34.48,0.0,0.0,23.823168,59.557919999999996,34.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23883,25.0,1.0,0.1,0.1,0.004,0.01,1.0,0.1,0.1,,,,,,
23896,1790.0,71.4,10.7,7.14,1.23,3.08,0.0,0.0,0.0,0.0,0.0,0.00514,0.0,0.0,0.0
23899,105.0,4.7,0.1,0.7,0.012,0.03,4.7,0.0,0.1,,,,,,
23902,490.0,14.3,4.7,3.5,0.24,0.6,1.2,3.1,,,,,,,
23904,515.0,0.0,4.39,22.81,1.408176,3.5204400000000002,0.0,0.88,0.0,0.0,0.053,0.00063,0.0,0.035,0.0
23905,515.0,0.0,4.39,22.81,1.069848,2.67462,0.0,0.88,0.0,,0.053,0.00063,0.0,0.035,0.0
23906,515.0,0.0,4.39,22.81,1.408176,3.5204400000000002,0.0,0.88,0.0,0.0,0.053,0.00063,0.0,0.035,0.0
23907,515.0,0.0,4.39,22.81,1.069848,2.67462,0.0,0.88,0.0,0.0,0.053,0.00063,0.0,0.035,0.0
23908,799.0,12.73,9.09,14.55,0.8686799999999999,2.1717,9.09,1.82,1.8,0.0,0.013000000000000001,0.00098,0.0,0.073,0.0002454
23912,523.0,0.0,2.68,25.0,1.088136,2.72034,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,0.0,0.0
23913,515.0,0.0,2.63,24.56,1.069848,2.67462,0.0,0.0,0.0,0.0,0.026000000000000002,0.0,0.0,0.0,0.0
23915,799.0,12.73,9.09,14.55,0.8686799999999999,2.1717,9.09,1.82,1.8,0.0,0.013000000000000001,0.00098,0.0,0.073,0.0002454
23919,602.0,22.4,2.0,8.0,0.000549,1.37,5.2,0.4,0.4,,,,,,
23927,753.0,0.2,9.4,22.8,0.904,2.26,0.2,2.2,,,,,,,
23930,1385.0,8.0,29.0,6.1,0.44,1.1,0.6,3.3,5.2,,,,,,
23947,464.0,20.99,0.0,6.17,0.087376,0.21844,1.23,0.0,7.4,0.0,0.0,0.0044399999999999995,0.0148,0.049,0.0001851
23949,418.0,21.54,0.0,3.08,0.296672,0.74168,1.54,0.0,,0.0,0.0,0.0008300000000000001,0.0037,0.015,2.3100000000000002e-05
23958,121.0,4.71,0.0,1.18,0.018288,0.04572,2.35,0.0,2.4,0.0,0.0,0.00042,0.0141,0.024,3.54e-05
23963,356.0,13.85,0.0,4.62,0.336296,0.8407399999999999,0.77,0.0,5.4,0.0,0.0,0.0013800000000000002,0.0,0.031,0.0
23964,385.0,16.15,0.0,6.15,0.336296,0.8407399999999999,0.0,0.0,4.6,0.0,0.0,0.0020800000000000003,0.0,0.031,0.0
23967,356.0,15.38,0.0,4.62,0.273304,0.6832600000000001,0.77,0.0,3.8,0.0,0.0,0.0013800000000000002,0.0,0.046,0.0
23970,812.0,63.89,0.0,22.22,0.070104,0.17526,2.78,0.0,44.4,0.0,0.0,0.0075,0.0,0.16699999999999998,0.0
23975,0.0,0.0,0.0,0.0,4.064,10.16,0.0,0.0,0.0,,0.0,,,,
23982,699.0,61.11,0.0,19.44,0.042672,0.10668,2.78,0.0,38.9,0.0,0.0,0.0075,0.0,0.111,0.0
23983,812.0,52.78,0.0,22.22,0.014224,0.03556,0.0,0.0,25.0,0.0,0.0,0.0075,0.0,0.0,0.0
23984,916.0,59.38,0.0,25.0,0.016256,0.040639999999999996,0.0,0.0,28.1,0.0,0.0,0.008440000000000001,0.0,0.0,0.0
23987,770.0,60.53,0.0,23.68,0.053848,0.13462000000000002,2.63,0.0,39.5,0.0,0.0,0.007109999999999999,0.0,0.105,0.0
23989,377.0,1.67,2.18,16.2,0.39624000000000004,0.9906,1.67,1.13,,0.0,0.067,0.0012,0.0,0.33299999999999996,0.0
23990,469.0,3.83,4.17,14.67,0.45211999999999997,1.1303,1.83,1.5,1.7,0.0,0.083,0.0012,0.0,0.41700000000000004,0.0002499
23995,456.0,1.82,3.64,18.18,0.48056800000000005,1.2014200000000002,0.0,0.0,0.0,0.0,0.064,0.00065,0.0,0.073,5.4600000000000006e-05
23996,456.0,1.82,3.64,18.18,0.48056800000000005,1.2014200000000002,0.0,0.0,0.0,0.0,0.064,0.00065,0.0,0.073,5.4600000000000006e-05
24010,0.0,20.0,0.0,0.0,2.8448,7.112,20.0,0.0,0.0,,0.0,,,,
24018,0.0,63.89,0.0,22.22,0.070104,0.17526,2.78,0.0,44.4,,0.0,0.008,0.0,0.16699999999999998,
24019,1644.0,0.0,32.14,25.0,0.653288,1.6332200000000001,0.0,17.86,0.0,0.0,0.107,,0.0,0.7140000000000001,0.0003213
24024,444.0,20.35,1.77,2.65,0.11684000000000001,0.2921,13.27,0.88,0.0,0.0,0.018000000000000002,0.00032,0.0,0.035,0.0
24068,862.0,27.94,8.82,2.94,0.089408,0.22351999999999997,19.12,5.88,0.0,0.0,0.037000000000000005,0.0,0.0,0.11800000000000001,8.82e-05
24070,862.0,23.53,10.29,2.94,0.089408,0.22351999999999997,16.18,6.62,0.0,0.0,0.044000000000000004,0.0,0.0,0.11800000000000001,0.00013230000000000002
24071,799.0,25.0,8.82,2.94,0.089408,0.22351999999999997,16.18,5.88,0.0,0.0,0.037000000000000005,0.0,0.0,0.11800000000000001,8.82e-05
24072,925.0,26.47,10.29,2.94,0.11175999999999998,0.2794,17.65,6.62,0.0,0.0,0.037000000000000005,0.0,0.0,0.11800000000000001,8.82e-05
24073,799.0,23.53,8.82,2.94,0.089408,0.22351999999999997,16.18,5.88,0.0,0.0,0.037000000000000005,0.00053,0.0,0.11800000000000001,8.82e-05
24074,862.0,25.0,10.29,2.94,0.089408,0.22351999999999997,17.65,6.62,0.0,0.0,0.037000000000000005,0.0,0.0,0.11800000000000001,8.82e-05
24075,862.0,25.0,10.29,2.94,0.097536,0.24384,17.65,7.35,0.0,0.0,0.037000000000000005,0.0,0.0,0.11800000000000001,8.82e-05
24076,736.0,23.53,8.82,2.94,0.089408,0.22351999999999997,14.71,5.88,0.0,0.0,0.037000000000000005,0.00106,0.0,0.11800000000000001,8.82e-05
24077,983.0,23.53,13.24,4.41,0.104648,0.26161999999999996,16.18,6.62,0.0,0.0,0.037000000000000005,0.0,0.0,0.11800000000000001,8.82e-05
24078,862.0,26.47,8.82,2.94,0.097536,0.24384,19.12,5.88,0.0,0.0,0.037000000000000005,0.0,0.0,0.11800000000000001,8.82e-05
24083,1556.0,93.02,0.0,0.0,0.047751999999999996,0.11938,58.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24087,1464.0,87.5,0.0,0.0,0.0254,0.0635,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24088,1464.0,87.5,0.0,0.0,0.0254,0.0635,67.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24117,1987.0,62.5,27.5,2.5,0.038607999999999996,0.09652000000000001,55.0,20.0,2.5,0.0,0.0,0.0009,0.0,0.05,0.0
24118,1255.0,75.0,0.0,5.0,0.0254,0.0635,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24121,1711.0,90.91,4.55,0.0,0.04572,0.1143,54.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24122,1674.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24128,1837.0,68.29,19.51,2.44,0.037592,0.09398,56.1,14.63,2.4,0.0,0.0,0.00176,0.0,0.098,0.0
24130,1674.0,100.0,0.0,0.0,0.0,0.0,73.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24141,1674.0,100.0,0.0,0.0,0.0,0.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24148,1494.0,100.0,0.0,0.0,0.0,0.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24155,1393.0,76.19,0.0,7.14,0.084328,0.21081999999999998,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24160,1289.0,71.79,0.0,7.69,0.038607999999999996,0.09652000000000001,43.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24178,1674.0,80.0,10.0,5.0,0.254,0.635,60.0,2.5,0.0,2.5,0.0,0.0,0.0,0.1,0.0
24188,1188.0,57.89,1.58,9.47,0.43891199999999997,1.09728,10.53,0.53,2.1,0.0,0.0,0.0028399999999999996,0.0158,0.158,0.0
24221,946.0,26.4,9.9,5.8,0.23199999999999998,0.58,4.4,1.8,,,,,,,
24239,669.0,19.0,9.0,1.0,0.0,0.0,14.0,7.0,,,,,,,
24262,674.0,0.0,8.93,21.43,1.0342879999999999,2.5857200000000002,0.0,1.79,0.0,0.0,0.071,0.00064,0.0,0.036000000000000004,0.0
24263,1197.0,1.79,14.29,23.21,0.725424,1.8135599999999998,1.79,3.12,0.0,0.0,0.08,0.0009599999999999999,0.0,0.036000000000000004,5.3700000000000004e-05
24265,2243.0,53.57,32.14,10.71,0.7985760000000001,1.9964400000000002,0.0,3.57,10.7,0.0,0.0,0.00257,0.0,0.0,0.0
24323,1858.0,62.5,18.75,6.25,0.006096,0.01524,18.75,10.94,0.0,0.0,0.0,0.00225,0.0,0.0,0.0
24355,895.0,17.86,5.36,19.64,0.489712,1.22428,1.79,0.0,1.8,0.0,0.045,0.00193,0.0,0.036000000000000004,0.0
24357,895.0,17.86,5.36,19.64,0.489712,1.22428,1.79,0.0,1.8,0.0,0.045,0.00193,0.0,0.036000000000000004,0.0
24363,895.0,19.64,8.93,10.71,0.163576,0.40894,0.0,0.89,1.8,0.0,0.045,0.0012900000000000001,0.0,0.0,0.0
24367,1209.0,48.89,10.0,2.22,0.519176,1.2979399999999999,6.67,0.0,2.2,0.0,0.0,0.012,0.0,0.0,0.0
24368,0.0,23.8,9.52,2.38,0.000143,0.35700000000000004,2.38,0.0,0.0,0.0,0.0,0.0033299999999999996,,0.0238,
24419,431.0,13.55,4.52,2.58,0.0,0.0,9.03,0.32,1.9,0.0,0.0,0.0007,0.0174,0.0,0.0
24425,377.0,11.61,4.52,1.94,0.0,0.0,8.39,0.32,1.9,0.0,0.0,0.00045999999999999996,0.0031,0.0,0.0
24452,2243.0,64.29,25.0,7.14,0.47142399999999995,1.17856,0.0,3.57,7.1,0.0,0.0,0.0012900000000000001,0.0,0.0,0.0
24474,1619.0,90.32,0.0,3.23,0.65532,1.6383,41.94,0.0,3.2,0.0,0.0,0.014519999999999998,0.0484,0.0,0.0007257
24479,1644.0,0.0,32.14,25.0,0.653288,1.6332200000000001,0.0,17.86,0.0,0.0,0.107,0.0,0.0,0.7140000000000001,0.0
24488,1247.0,54.76,4.52,9.52,0.616712,1.54178,7.14,0.95,9.5,0.0,0.0,0.00257,0.0,0.0,0.0
24528,418.0,8.57,7.5,14.29,0.241808,0.60452,32.14,10.71,3.9,,0.0,0.00064,0.0386,0.0,0.0001608
24531,699.0,38.89,0.0,0.0,1.298448,3.24612,27.78,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
24576,243.0,13.1,0.0,0.3,0.0,0.0,13.1,0.0,0.7,0.0,0.0,0.0003,0.0098,0.0,0.0
24578,242.0,13.1,0.0,0.3,0.0,0.0,13.1,0.0,0.7,0.0,0.0,0.00032,0.0105,0.0,0.0
24581,138.0,6.56,0.0,1.64,0.016256,0.040639999999999996,4.92,0.0,1.6,0.0,0.0,0.00059,0.0148,0.0,0.0001476
24582,234.0,13.1,0.0,0.3,0.009144,0.02286,13.1,0.0,0.9,0.0,0.0,0.00032,0.0105,0.0,0.0
24589,322.0,19.66,0.0,0.3,0.0,0.0,17.95,0.0,0.8,0.0,0.0,0.00031,0.0103,0.0,0.0
24592,364.0,14.9,0.4,4.7,0.04,0.1,14.9,0.0,2.0,,,,,,
24595,255.0,14.0,0.1,0.2,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0009,0.0,0.0
24596,281.0,15.5,0.1,0.4,0.04,0.1,15.5,0.0,0.9,,,,,,
24597,326.0,19.53,0.0,0.0,0.004064,0.010159999999999999,16.41,0.0,0.8,0.0,0.0,0.0,0.0028,0.0,7.020000000000001e-05
24600,257.0,14.0,0.0,0.2,0.012,0.03,10.0,0.0,0.7,,,0.00028,0.0038,,2.37e-05
24603,264.0,15.0,0.0,0.5,0.0,0.0,13.0,0.0,0.1,0.0,0.0,,0.0048,0.032,
24606,264.0,14.0,0.0,0.4,0.0,0.0,12.0,0.0,0.6,,,,,,0.0
24610,322.0,19.66,0.0,0.0,0.009144,0.02286,17.95,0.0,0.8,0.0,0.0,0.00031,0.0103,0.0,0.0
24619,201.0,11.29,0.0,0.0,0.004064,0.010159999999999999,10.48,0.0,0.8,0.0,0.0,0.0,0.0029,0.0,7.26e-05
24620,201.0,12.1,0.0,0.0,0.004064,0.010159999999999999,10.48,0.0,1.6,0.0,0.0,0.0,0.001,0.0,0.0
24621,67.0,3.23,0.0,1.61,0.29464,0.7366,0.81,0.0,2.4,0.0,0.0,0.00029,0.0039,0.016,0.0001815
24623,197.0,10.16,0.0,2.34,0.285496,0.7137399999999999,3.91,0.0,3.1,0.0,0.0,0.00084,0.0047,0.016,0.0009375
24625,462.0,24.5,0.7,1.0,0.00104648,2.6162,23.9,0.0,0.0,,,,,,
24626,79.0,3.8,0.0,0.85,0.275336,0.68834,2.54,0.0,1.3,0.0,0.0,0.0003,0.025,0.008,9.36e-05
24628,138.0,6.56,0.0,1.64,0.565912,1.41478,3.28,0.0,1.6,0.0,0.0,0.00059,0.0148,0.0,0.0001476
24630,331.0,15.08,0.0,4.76,0.266192,0.6654800000000001,0.79,0.0,6.3,0.0,0.0,0.00143,0.001,0.032,2.37e-05
24639,289.0,11.0,0.6,3.2,0.24,0.6,5.5,0.2,,,,,,,
24642,71.0,3.33,0.0,0.0,0.6096,1.524,0.0,0.0,3.3,0.0,0.0,0.0,0.016,0.067,0.0
24647,297.0,15.93,0.0,0.88,0.0,0.0,14.16,0.0,0.9,0.0,0.0,0.0,0.0053,0.018000000000000002,0.0
24658,138.0,6.56,0.0,1.64,0.565912,1.41478,3.28,0.0,1.6,0.0,0.0,0.00059,0.0148,0.0,0.0001476
24664,201.0,11.29,0.0,0.0,0.004064,0.010159999999999999,10.48,0.0,0.8,0.0,0.0,0.0,0.0029,0.0,7.26e-05
24673,264.0,15.87,0.0,0.0,0.004064,0.010159999999999999,14.29,0.0,0.8,0.0,0.0,0.0,0.0029,0.0,7.140000000000001e-05
24677,264.0,15.08,0.0,0.0,0.004064,0.010159999999999999,11.9,0.0,0.8,0.0,0.0,0.0,0.0019,0.0,7.140000000000001e-05
24680,326.0,19.53,0.0,0.0,0.004064,0.010159999999999999,16.41,0.0,0.8,0.0,0.0,0.0,0.0028,0.0,7.020000000000001e-05
24681,180.0,10.68,0.0,0.0,0.004064,0.010159999999999999,9.4,0.0,0.9,0.0,0.0,0.00015,0.0026,0.009000000000000001,6.42e-05
24685,264.0,15.08,0.0,0.0,0.012192,0.03048,13.49,0.0,0.8,0.0,0.0,0.00057,0.0095,0.0,0.0
24688,274.0,15.0,0.1,0.4,0.04,0.1,15.0,0.0,1.0,,,,,,
24690,184.0,11.5,0.0,0.0,0.0,0.0,9.73,0.0,1.8,0.0,0.0,0.0,0.0106,0.0,0.0
24700,67.0,3.23,0.0,1.61,0.29464,0.7366,0.81,0.0,2.4,0.0,0.0,0.00029,0.0039,0.016,0.0001815
24701,67.0,3.23,0.0,1.61,0.29464,0.7366,0.81,0.0,2.4,0.0,0.0,0.00029,0.0039,0.016,0.0001815
24702,201.0,10.4,0.8,0.8,0.146,0.366,2.4,0.0,1.6,0.0,0.0,0.000288,0.0,0.016,0.0
24704,71.0,3.33,0.0,0.0,0.6096,1.524,0.0,0.0,3.3,0.0,0.0,0.0,0.016,0.067,0.0
24705,222.0,14.2,0.0,0.0,8.99e-06,0.0225,11.5,0.0,0.885,0.0,0.0,0.000177,,,
24706,259.0,15.04,0.0,0.0,0.0,0.0,13.27,0.0,0.9,0.0,0.0,0.0,0.0531,0.0,2.64e-05
24709,335.0,19.0,0.0,1.0,0.0,0.0,17.0,0.0,1.6,0.0,0.0,0.0,0.0048,0.032,0.0
24716,255.0,14.0,0.0,0.2,0.012,0.03,10.0,0.0,,,,,,,
24717,381.0,18.18,0.0,3.03,0.061975999999999996,0.15494000000000002,12.12,0.0,6.1,0.0,0.0,0.00109,0.0545,0.061,0.0004545
24719,381.0,18.18,0.0,3.03,0.061975999999999996,0.15494000000000002,12.12,0.0,6.1,0.0,0.0,0.00109,0.0545,0.061,0.0004545
24721,444.0,21.21,1.52,3.03,0.893064,2.2326599999999996,12.12,0.0,6.1,0.0,0.0,0.00109,0.0273,0.061,0.0003636
24725,259.0,15.04,0.0,0.0,0.0,0.0,13.27,0.0,0.9,0.0,0.0,0.0,0.0531,0.018000000000000002,0.0
24728,163.0,9.38,0.0,0.0,0.012192,0.03048,8.59,0.0,0.8,0.0,0.0,0.0,0.0141,0.016,4.68e-05
24732,159.0,8.86,0.0,0.63,0.231648,0.57912,0.63,0.0,0.6,0.0,0.0,0.00022999999999999998,0.0057,0.025,0.0
24743,264.0,15.08,0.0,0.79,0.0,0.0,13.49,0.0,1.6,0.0,0.0,0.0,0.0048,0.032,0.0
24745,159.0,8.86,0.0,0.63,0.231648,0.57912,0.63,0.0,0.6,0.0,0.0,0.00022999999999999998,0.0057,0.038,0.0
24748,88.0,3.0,0.5,1.2,0.04,0.1,0.0,0.0,0.9,,,,,,
24756,192.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,,,,
24768,1000.0,59.0,0.0,0.2,0.04,0.1,51.0,0.0,,,,,,,
24783,67.0,2.42,0.0,1.61,0.29870399999999997,0.7467600000000001,0.0,0.0,0.8,0.0,0.0,0.00029,0.0121,0.0,9.690000000000001e-05
24786,209.0,11.0,0.0,0.5,0.04,0.1,11.0,0.0,1.0,,,,,,
24787,195.0,10.5,0.1,0.3,0.0400304,0.100076,10.5,0.0,1.0,,,,,,
24789,121.0,6.61,0.0,0.0,0.004064,0.010159999999999999,5.79,0.0,0.8,0.0,0.0,0.0,0.0248,0.0,7.44e-05
